total_spend,num_transactions,num_products,last_purchase_week,first_purchase_week
6096.93,64,595,97,1
6211.67,147,951,102,13
1495.76,216,334,102,11
1327.48,57,273,89,13
3074.68,44,855,102,16
5167.16,50,1037,101,6
3114.34,245,580,102,15
3741.92,62,892,101,5
1321.85,111,438,101,13
3433.27,55,523,98,11
5187.13,177,941,102,6
2052.29,84,732,101,16
2694.8,61,815,101,16
3014.08,121,616,102,16
7769.22,132,1095,102,18
1469.02,67,329,99,8
2241.01,86,377,102,15
1492.81,36,159,101,40
6885.6900000000005,250,945,102,17
1001.3,50,145,95,12
2206.11,84,460,99,4
10201.55,139,1489,101,11
2032.54,142,469,102,4
1396.93,54,282,100,2
2363.16,225,386,102,8
4806.0,106,1137,101,16
1188.61,30,272,101,12
3010.24,149,701,99,17
1439.61,91,219,102,7
2404.98,96,636,101,7
307.87,12,81,98,14
5617.4,116,722,96,13
944.6899999999999,42,210,102,13
993.76,33,247,102,12
5935.57,95,1044,102,3
599.54,30,140,93,3
592.36,47,154,99,2
8806.33,165,1114,101,6
9500.7,449,1096,102,8
683.13,28,153,93,15
313.40999999999997,26,44,101,17
190.78,16,64,95,12
2263.4,81,597,100,3
6104.1900000000005,204,902,102,17
3378.16,118,690,100,7
500.14,9,146,99,10
683.26,38,171,101,5
877.32,22,233,93,2
292.1,22,111,97,11
3059.0,87,538,99,10
5508.47,133,727,102,2
18894.72,321,1668,102,5
1889.45,52,293,97,14
4391.3,176,829,102,11
970.95,44,301,102,4
1828.6399999999999,51,282,102,8
2779.14,64,504,100,1
3667.44,186,738,102,3
945.89,16,103,86,10
2232.75,68,669,102,16
1737.84,87,493,102,11
2486.64,61,670,98,8
1236.98,77,307,72,17
3915.81,73,526,97,1
1896.39,79,583,102,7
691.1,89,227,102,4
2543.36,28,535,102,15
1563.53,29,413,102,17
3027.0,234,817,102,3
2401.41,73,334,102,13
6563.15,362,1549,102,1
3034.77,102,806,102,3
2073.62,58,537,101,4
1377.66,115,312,102,5
5050.53,51,1057,99,13
748.88,64,207,102,5
1934.11,59,485,101,3
2121.89,134,190,102,9
4546.37,212,386,102,2
7539.55,92,799,101,9
1164.18,21,223,95,11
1137.28,59,331,100,13
15178.960000000001,284,1411,102,6
173.31,12,36,92,10
187.09,24,43,100,3
3875.17,81,749,102,2
8854.64,345,1029,102,14
3779.36,57,803,102,12
478.59000000000003,26,103,102,6
307.90999999999997,17,58,97,13
845.39,14,187,80,15
2808.91,159,442,102,6
1305.66,77,274,100,17
1142.86,65,264,101,9
3803.55,127,660,102,10
2053.02,41,525,102,11
999.33,29,225,92,8
2779.86,104,596,97,6
2903.2,219,618,102,12
4468.63,233,792,102,16
4377.96,145,927,102,10
1377.57,63,543,101,3
431.76,33,125,72,16
4808.01,153,996,100,3
4689.35,104,525,102,6
1413.52,57,347,102,13
12300.62,409,1903,102,12
6798.79,150,1061,102,9
874.23,69,128,101,7
5159.4,128,798,101,12
68.45,7,19,93,9
996.6,34,206,102,18
4569.24,167,852,102,1
655.77,41,186,92,1
2156.65,122,698,101,12
7403.51,135,701,102,14
240.85,16,68,101,10
337.98,17,94,100,17
5022.28,212,883,102,6
9428.4,205,1371,102,13
5430.04,166,766,101,14
2196.58,89,674,102,7
1966.38,124,493,98,7
260.04,9,119,97,13
713.9,13,198,100,2
1334.18,61,329,102,2
6060.38,79,971,102,5
2996.18,133,604,102,11
3722.22,149,1248,102,16
954.21,51,215,101,9
3327.02,253,826,102,10
2485.87,98,441,102,14
1482.54,100,325,102,10
4723.65,219,886,100,8
1276.74,62,400,101,13
1271.09,41,278,101,6
1915.95,27,378,98,9
7988.7300000000005,160,1119,101,8
1004.6,44,203,100,16
163.57,7,40,41,16
1619.45,30,438,99,10
537.6,38,169,100,6
587.47,25,88,100,5
6385.44,173,910,102,13
2043.13,81,469,102,12
4383.72,186,945,98,7
6172.13,381,1325,101,8
765.37,108,199,101,12
1078.06,54,353,100,14
361.42,23,86,102,16
921.33,37,306,100,11
9045.04,168,516,102,8
195.27,6,84,99,13
622.22,46,143,101,5
122.95,7,26,97,9
786.45,15,170,100,16
5303.53,134,1175,102,14
2656.9,54,675,102,15
3093.53,96,664,101,15
823.08,121,258,102,12
787.04,31,324,91,3
652.34,15,191,98,16
5833.39,174,1074,102,5
1743.69,57,378,99,16
2363.78,92,724,102,17
1415.38,76,510,100,7
6237.46,76,1330,101,17
3810.36,86,915,102,16
14503.89,797,1628,102,2
18304.31,385,1856,102,5
258.53000000000003,20,59,100,10
1919.79,55,337,101,13
488.49,22,154,79,5
1778.52,38,428,100,7
5547.83,94,1027,102,11
894.0,20,181,102,17
3993.01,194,667,102,15
1051.16,20,230,89,17
4678.61,51,884,101,1
2068.5,26,444,102,14
11250.07,217,1157,102,15
2041.45,91,439,102,2
830.11,35,170,101,17
249.70000000000002,15,59,86,15
603.45,34,200,102,12
4469.27,254,820,102,11
5428.25,97,797,101,6
6639.95,123,803,102,16
9091.29,158,1098,101,8
491.62,23,169,101,16
203.17,6,81,101,12
325.77,53,82,94,9
1152.78,46,317,100,6
570.15,24,190,90,15
252.31,6,87,92,9
522.3,28,160,100,9
5274.32,170,685,102,4
1389.1200000000001,31,341,102,14
3502.45,232,433,102,2
1163.62,33,185,98,16
11200.800000000001,168,1265,102,4
3777.98,228,693,101,8
769.72,29,323,96,7
5257.44,126,817,98,3
6458.78,132,1063,101,8
1409.8700000000001,49,371,102,18
1657.1100000000001,115,300,101,3
1689.84,66,408,102,12
3013.56,71,531,102,12
2595.17,109,722,102,11
3455.32,73,591,101,14
4155.52,132,799,102,17
10019.45,258,1441,102,5
265.04,17,72,102,15
12503.24,273,937,102,9
137.63,8,56,42,11
623.45,20,189,101,16
5900.81,328,1189,102,14
738.34,19,180,101,15
4793.46,199,1054,102,13
427.63,24,92,99,13
788.4,38,213,100,14
5957.4800000000005,203,1103,100,11
332.46,49,168,102,18
1974.49,160,457,102,2
5048.59,137,897,102,12
595.0,30,173,88,8
2818.0,159,618,101,1
1896.5,55,431,102,9
1512.08,525,365,102,1
1060.24,34,344,101,8
3290.01,103,628,102,5
520.32,27,108,100,3
2762.8,176,683,102,11
4829.32,56,1053,102,16
1637.41,68,437,102,8
2124.43,80,341,102,12
2733.28,147,475,102,4
1487.99,50,448,101,16
5959.57,192,1256,102,7
2959.65,84,588,102,5
1494.22,80,407,102,6
757.95,36,167,102,15
6344.09,212,1165,102,15
899.49,90,220,102,9
7552.93,373,804,98,14
3041.69,171,802,102,13
2049.58,174,329,102,15
320.58,23,82,83,3
158.48,9,47,79,3
857.98,34,279,100,14
685.63,17,180,87,12
5055.88,134,1053,101,10
1030.97,30,299,101,17
14330.4,421,1803,102,7
645.36,5,256,90,9
3736.48,58,705,100,2
4065.2400000000002,196,786,102,4
5583.96,74,768,100,14
1059.79,48,298,98,6
360.43,14,100,102,5
1888.13,204,416,102,11
260.65,16,71,99,11
297.05,11,84,102,7
2667.23,42,650,101,12
2835.9900000000002,64,619,102,12
8831.210000000001,394,1369,102,12
477.17,9,173,59,17
2544.89,96,565,102,9
1546.05,31,300,101,7
2177.55,86,480,102,6
1821.03,105,410,98,3
2047.26,60,544,102,9
7709.85,129,1236,101,11
629.58,57,270,100,14
978.87,31,309,99,17
6035.21,123,920,102,7
11500.76,244,2014,102,16
1783.98,189,505,102,8
390.16,6,19,101,8
512.53,57,162,100,8
434.77,13,106,92,7
160.02,12,31,98,8
267.19,12,114,96,14
2728.78,27,456,99,13
1348.56,56,335,99,1
1174.31,80,242,102,14
3360.34,131,576,102,10
324.22,23,67,90,13
5380.22,202,801,102,7
2568.6,131,664,102,7
564.4,91,113,100,1
5398.95,138,779,102,17
4019.91,132,945,101,3
2534.76,87,590,102,11
547.82,14,147,102,4
2239.34,86,429,101,2
3061.9,87,207,102,9
2466.68,123,678,102,12
1192.68,76,278,102,9
630.19,23,146,97,9
608.58,11,183,102,2
1418.76,61,165,100,16
4075.4,58,663,102,11
2466.05,145,624,102,1
103.65,9,55,56,5
4242.62,256,840,101,11
12125.48,352,2019,102,4
2766.9700000000003,32,404,101,14
3105.71,144,465,102,3
8531.89,86,829,102,13
835.71,45,301,77,2
1337.07,25,260,95,3
657.52,40,144,101,8
2841.56,99,571,102,11
3745.41,122,896,102,17
11041.41,235,1518,102,15
791.34,35,219,101,1
6933.72,121,848,102,6
13995.22,509,1615,102,12
349.81,25,107,98,2
134.4,49,51,101,17
3082.4700000000003,116,485,102,4
1532.65,128,293,101,13
827.46,33,315,100,14
5637.51,112,871,100,9
111.15,8,35,95,16
2057.95,66,289,101,6
6949.16,151,965,102,3
2841.16,41,455,101,17
4879.86,211,994,101,3
8105.74,169,1386,102,4
2315.07,109,460,95,11
5950.89,203,657,102,9
4391.58,151,629,102,18
1142.42,40,239,102,12
7177.06,229,1368,89,9
5707.6,283,765,102,15
404.96,20,132,100,14
1032.63,33,257,102,17
284.31,11,97,101,16
587.37,52,209,98,12
2245.76,165,399,102,9
3673.26,151,367,98,11
1248.19,44,419,101,9
2480.88,55,568,101,10
3790.44,116,790,102,12
1615.94,35,397,101,13
1055.29,57,228,99,13
4324.03,87,657,102,13
2525.94,45,554,100,6
131.52,6,38,64,16
4053.15,77,512,101,2
344.06,27,121,101,14
274.03000000000003,17,71,102,17
271.41,27,80,101,11
91.65,6,22,99,7
3703.93,75,464,102,11
2735.2,78,566,102,8
7634.57,524,1294,102,10
3891.9700000000003,79,931,94,7
5535.2,218,729,102,3
481.77,11,149,102,7
1695.76,189,220,100,16
595.22,57,206,94,18
3828.6,131,750,102,16
2330.87,65,459,101,2
2640.47,83,826,102,8
4911.53,164,1102,101,14
818.56,83,164,102,17
20352.99,344,1857,102,12
2718.4,155,400,102,16
336.95,9,136,102,2
70.04,8,27,99,7
4160.33,220,1092,102,16
511.78,13,134,89,7
134.89000000000001,8,46,86,16
4775.56,99,1270,99,4
2130.77,41,417,101,2
555.5600000000001,33,162,95,13
2551.58,100,596,102,14
401.47,13,98,91,4
312.5,29,131,99,9
2221.48,182,247,102,13
323.99,23,102,89,6
5130.59,178,927,102,12
2095.83,44,441,101,17
604.95,40,174,102,6
1927.33,80,141,94,15
405.83,39,122,90,16
1647.2,90,352,99,14
6700.05,260,1154,102,17
1884.05,374,379,101,8
21661.29,761,3119,102,15
4934.0,154,637,102,14
820.18,14,203,38,3
1506.5,69,413,99,17
2667.34,39,410,100,8
3480.63,126,730,101,14
4769.04,79,851,101,10
2455.68,57,560,94,11
7246.2,290,958,102,5
4830.0,120,939,101,13
3460.15,139,516,102,5
2474.4,76,603,97,13
1038.52,56,275,101,4
1029.47,38,200,101,1
2957.82,835,408,102,2
4131.7300000000005,81,652,82,7
1160.0,44,346,79,4
1991.33,133,433,102,16
486.72,32,68,96,8
269.54,4,72,60,13
4339.15,118,946,102,16
2445.87,72,516,102,13
14855.210000000001,339,1126,102,16
9481.75,356,768,102,6
279.2,15,53,95,10
88.59,6,28,74,17
9129.23,716,1614,102,4
152.21,27,26,96,13
3298.77,164,830,102,13
1042.35,18,283,86,6
4725.27,112,1174,102,1
3209.39,106,950,102,16
2187.88,66,338,100,4
548.32,14,121,100,14
1471.28,38,317,101,16
3246.92,76,737,100,14
17251.53,536,2044,102,10
5064.7,208,809,102,1
5635.97,289,736,102,12
1226.29,95,376,102,3
943.13,25,230,101,17
2595.09,85,598,101,11
1779.86,165,570,101,12
852.95,12,253,95,15
527.3,9,130,100,14
960.1800000000001,26,246,95,12
2106.09,89,347,102,16
1051.1200000000001,54,284,100,17
8490.73,205,993,101,14
2160.82,47,542,98,5
117.69,18,49,95,7
66.33,3,7,29,12
4053.23,103,725,94,17
2389.2,144,368,102,7
1499.3700000000001,26,319,101,15
1849.2,81,241,96,7
6452.83,204,694,102,9
11211.37,1300,1576,102,12
3740.16,149,718,101,11
1674.23,93,376,102,4
931.89,64,244,102,9
2355.31,57,498,101,14
4158.2,99,874,102,8
189.66,15,65,72,20
3871.04,135,821,102,11
1373.77,34,290,97,9
2425.66,30,621,99,6
3839.36,142,683,102,15
753.95,43,357,96,13
1086.56,35,365,91,14
1668.3,67,438,98,13
2800.81,60,500,102,13
1645.25,38,386,99,9
2901.09,199,693,102,11
17295.18,321,1636,102,5
8086.55,239,1740,102,8
9025.51,244,1158,102,14
879.9300000000001,48,174,102,16
978.91,45,270,102,11
1916.02,86,330,96,8
255.24,22,76,101,13
8449.68,313,890,102,16
8453.65,247,1256,102,12
6960.1900000000005,164,1095,102,7
2878.58,148,637,99,8
504.92,32,227,102,10
79.41,10,15,97,13
3598.69,143,825,102,15
7743.35,102,992,101,17
1969.93,116,392,101,4
2612.4,84,429,98,16
2457.93,54,512,99,4
3948.53,174,785,102,10
4095.37,113,880,101,17
2222.05,289,280,102,7
3850.53,112,832,102,5
1988.91,177,465,102,2
2542.45,338,654,102,9
800.11,18,217,100,2
1084.76,35,274,100,13
140.84,16,71,100,3
982.76,46,136,101,4
1446.54,89,443,100,9
3799.8,138,901,102,14
6528.36,195,726,102,14
4487.1,145,803,102,1
2725.42,60,532,101,3
1209.04,44,267,101,16
401.41,6,100,88,13
1198.02,39,458,102,14
4754.88,113,756,100,16
437.77,36,119,96,7
447.91,31,172,94,9
10567.710000000001,347,1322,102,14
2124.23,155,466,102,17
4575.94,81,830,102,16
1345.59,104,432,102,3
2389.96,51,486,96,16
567.87,49,139,102,9
2544.41,52,508,102,16
372.87,96,149,100,14
3616.03,28,737,94,16
1642.49,55,456,102,13
471.11,18,217,99,3
3794.61,82,809,100,11
2846.81,94,695,100,17
12695.25,600,1539,102,3
1771.02,201,544,102,8
1249.26,28,358,102,63
1907.02,37,454,87,15
338.28000000000003,20,65,99,13
7435.38,317,928,102,2
9353.85,150,1436,101,10
2237.21,72,286,102,14
714.61,68,210,102,13
5199.9800000000005,234,1004,102,15
341.54,18,118,102,12
8033.79,152,1118,101,1
4844.96,111,767,102,4
2371.59,52,338,102,15
1789.1,43,469,100,11
2986.13,118,643,101,17
5644.07,139,762,102,7
2154.63,28,558,102,12
801.63,54,280,101,13
11516.83,445,1875,102,16
6161.21,182,1427,102,4
914.7,64,207,102,6
1288.54,23,454,102,2
6425.14,159,1286,102,11
492.72,11,195,82,15
818.41,156,186,102,16
729.22,57,335,101,15
1131.91,21,227,100,16
3882.88,138,150,102,10
1399.89,40,484,99,12
27859.68,412,1592,102,7
164.49,11,52,67,13
677.46,51,238,102,11
8429.05,151,1207,102,5
6699.49,136,918,102,6
518.16,75,113,100,13
869.28,42,251,95,7
1235.72,38,384,91,3
4067.8,104,674,99,1
4562.4800000000005,99,625,102,18
4454.7300000000005,185,702,102,14
9219.35,337,1680,102,10
3231.48,90,788,102,14
3844.31,106,646,102,5
4733.62,180,821,102,17
1567.81,82,271,98,16
464.64,41,161,101,16
42.959999999999994,2,8,63,16
3484.02,114,477,102,10
546.78,18,136,101,10
590.71,9,182,95,1
9265.32,188,766,102,15
10427.21,353,1776,102,15
2104.91,64,314,97,11
10162.78,219,1579,102,2
4616.14,85,891,102,6
128.98,20,40,95,14
1197.77,22,266,102,11
1170.13,66,117,102,11
552.18,51,204,100,17
2578.1,110,626,102,12
4410.1,151,645,102,11
577.62,47,169,102,13
2096.12,125,355,101,4
1461.4,46,402,101,11
397.48,26,88,102,17
296.52,8,67,96,17
1553.53,68,156,101,8
50.49,12,22,97,8
5250.36,116,818,98,9
1132.4,48,260,102,16
2259.16,106,418,101,17
2025.08,65,433,102,5
946.0,39,230,102,2
19153.75,541,2407,102,14
786.53,40,166,98,8
502.77,41,179,102,2
458.22,10,83,95,5
647.9,50,101,98,16
1778.67,69,255,102,14
2820.61,130,721,102,14
2045.5,62,491,101,9
1425.4,44,298,102,8
8617.94,83,1298,101,13
1834.06,196,243,102,14
2194.31,41,451,100,12
1556.84,108,379,102,7
1078.47,82,162,97,17
891.1,42,211,101,7
2283.69,94,490,100,15
297.97,10,74,101,5
96.48,19,52,90,4
1420.41,38,422,102,11
1718.08,75,460,101,5
4773.85,110,959,100,15
120.28,8,53,61,9
4862.09,102,815,91,9
5203.43,97,947,102,17
12559.61,193,1508,101,3
2613.9900000000002,79,625,101,18
276.13,47,78,102,5
2039.68,51,560,99,10
2602.28,90,447,93,9
158.93,10,49,101,12
1920.99,86,414,101,4
1449.58,50,333,102,10
1571.3700000000001,97,419,102,7
1313.76,95,350,102,16
3766.27,106,744,101,14
971.12,36,236,98,12
2711.79,122,386,102,2
1508.04,59,354,100,14
2283.69,50,515,102,14
2017.18,150,657,102,3
8354.55,164,1482,102,16
8055.47,249,992,102,16
1174.56,160,333,102,5
2640.01,62,576,101,15
949.01,42,224,100,16
1757.51,38,537,101,11
1064.84,29,193,100,13
1606.69,33,431,97,11
1390.28,31,215,98,12
1927.05,30,363,94,16
4648.88,233,848,102,17
400.83,46,151,102,2
1805.93,176,649,102,6
360.07,18,155,99,11
6580.49,749,1109,102,3
3571.6,58,628,101,14
2141.64,87,519,102,11
11984.59,215,1331,101,3
664.98,11,173,93,10
728.93,33,243,99,17
1733.81,37,197,101,3
264.72,9,75,94,6
983.53,53,333,102,4
1950.26,180,577,101,14
1757.9,88,244,102,9
868.69,35,244,102,6
3402.45,83,835,102,11
5755.6900000000005,142,842,101,12
339.59000000000003,17,125,102,17
11229.710000000001,258,1300,102,4
4469.22,86,276,98,2
2626.98,95,623,99,11
826.74,19,173,102,13
8131.91,182,1031,102,8
149.01,2,18,18,16
1517.18,21,360,102,16
2910.61,85,829,102,6
3509.78,167,38,102,6
3451.81,72,813,101,10
3427.3,98,912,101,16
1487.3700000000001,34,325,102,2
161.78,19,59,97,16
3902.77,93,663,102,16
374.48,22,131,91,15
350.94,27,175,98,13
1379.3600000000001,62,236,98,4
778.4,34,253,102,14
11938.2,390,937,102,14
161.99,15,64,100,17
2140.1,282,387,101,11
1168.94,43,307,101,11
1088.62,58,187,101,11
2591.48,125,428,101,2
2177.16,49,455,94,4
3066.6,92,527,101,7
5161.78,247,929,102,17
4209.35,122,498,101,14
736.42,20,150,96,13
4142.87,142,943,102,3
6593.81,196,1157,102,9
2964.05,456,660,102,14
4120.16,209,741,101,6
1202.51,31,325,100,11
3344.29,67,638,102,9
253.11,10,61,66,6
2041.93,70,455,100,4
4009.62,219,1044,102,17
563.64,53,129,101,3
1845.46,31,479,102,15
15360.14,344,2055,102,14
3919.37,149,491,101,12
11412.2,135,1660,102,16
2949.01,62,771,99,12
460.68,38,169,102,13
9204.22,485,2069,102,3
1522.47,70,314,102,17
7447.28,156,863,102,3
8793.19,477,1198,102,8
532.2,11,124,93,4
2452.88,97,413,89,5
3356.9,91,493,101,11
5012.46,66,964,101,12
9485.14,211,1229,102,17
3724.26,231,654,99,17
1169.97,75,225,102,15
9336.3,259,1153,102,13
3508.58,109,889,101,6
1413.68,43,365,98,4
3228.57,93,631,100,11
1742.85,37,332,102,10
4125.89,91,765,101,8
1980.6200000000001,40,403,100,5
1555.7,75,500,102,11
409.73,44,99,94,11
1097.5,61,351,100,6
9072.28,152,1028,102,15
293.19,23,98,98,2
1978.83,47,271,102,11
2970.1,140,550,102,15
3140.33,126,507,102,11
1888.55,63,585,102,4
3594.48,77,810,101,2
9751.73,1138,1795,102,13
2601.06,60,477,101,11
5551.49,115,1061,102,11
2457.51,42,640,101,15
395.47,52,123,100,9
3667.31,85,555,102,8
758.74,64,168,102,15
4835.4400000000005,52,725,100,16
14420.9,216,1344,102,3
10251.19,311,1395,102,15
792.2,77,105,102,11
3979.6,139,794,102,7
7773.21,212,1336,101,18
1824.33,96,362,101,5
1509.41,61,494,101,3
4025.59,266,569,101,14
852.5600000000001,16,163,98,14
1948.99,104,513,102,17
233.45,4,81,100,17
4107.85,52,846,101,15
4405.47,89,869,102,18
3869.51,160,999,102,10
1024.72,48,235,102,16
1333.43,72,322,102,3
1446.23,68,380,102,17
4208.08,77,747,95,17
4937.27,128,1022,101,5
3516.44,218,1069,102,11
12268.85,377,1428,102,17
3117.11,165,609,102,10
1831.84,43,287,85,10
1994.47,111,613,102,12
682.23,41,212,102,3
5813.77,86,875,82,1
6618.55,320,673,102,13
39.440000000000005,1,7,11,11
5562.06,166,852,101,16
1357.55,55,403,101,14
2991.81,83,669,102,3
3769.5,135,681,95,13
10995.710000000001,310,1293,102,2
2991.96,93,475,101,10
7528.5,160,721,102,11
1179.61,34,291,98,16
1764.15,99,282,102,17
337.21,37,90,80,14
2401.78,32,393,101,15
906.65,19,183,101,17
770.15,42,169,98,1
1523.8,83,318,102,14
12647.61,151,1636,102,8
690.39,25,194,102,15
2678.71,103,438,102,15
10848.11,110,1191,102,16
2666.5,162,571,102,7
6882.11,223,1147,102,17
1255.55,41,371,100,4
9800.02,317,1691,100,2
274.39,36,72,101,7
7631.72,273,1120,102,7
251.95,11,34,99,9
4661.53,459,1328,102,3
1755.3,82,390,102,5
2860.07,67,424,101,14
1791.28,35,340,102,16
753.42,58,212,91,14
1868.45,123,543,102,2
2210.04,142,425,98,11
411.45,14,110,68,2
16941.58,164,1623,102,15
6651.93,161,832,102,4
159.05,15,39,94,16
1093.51,75,185,101,11
700.96,39,246,102,5
3630.62,119,966,102,11
303.6,37,50,99,8
547.41,20,150,101,13
3762.9700000000003,162,639,102,8
5686.82,269,1210,102,4
834.29,33,202,100,17
909.05,44,177,100,11
86.19,5,14,101,11
1975.04,64,437,102,5
625.64,35,195,101,2
4861.95,274,327,102,15
773.39,36,282,99,10
2913.96,119,309,101,16
405.54,26,129,98,10
2460.98,126,681,101,7
592.73,30,137,102,12
265.35,13,34,102,17
406.25,31,127,98,3
876.88,88,173,101,5
135.61,11,61,75,11
1803.8,46,385,100,15
1934.45,51,387,102,12
1344.71,38,268,102,14
5532.21,307,983,102,16
373.71,18,60,101,14
2335.47,42,569,95,15
927.5600000000001,49,154,97,7
3378.34,129,894,102,11
19.58,1,5,11,11
717.71,48,184,102,14
11276.8,69,1313,101,4
8541.14,56,1170,102,17
11462.24,852,2561,102,9
1646.0,21,455,99,9
1152.32,40,416,98,11
304.26,28,105,96,9
1772.91,81,386,100,2
8631.61,163,1207,102,16
8939.5,388,1490,102,16
714.3100000000001,38,177,85,10
546.99,22,151,97,11
741.83,26,116,88,4
1601.27,124,283,101,16
2256.45,96,449,100,12
895.76,49,212,102,1
4075.9500000000003,157,361,102,6
485.8,28,113,102,13
2885.7,150,714,100,1
6788.0,291,1282,102,2
3012.4900000000002,69,623,101,13
4154.95,100,837,102,8
1927.74,93,374,102,16
1460.12,104,291,93,16
3096.94,113,596,102,9
4870.31,167,723,102,8
6225.45,221,1248,102,16
3019.2,118,591,96,10
2145.71,73,314,101,15
5097.28,98,1036,99,13
2328.37,114,447,102,5
4395.83,62,788,101,1
2674.9,182,659,99,14
2211.08,101,415,98,9
2678.78,74,339,102,5
2180.2200000000003,85,514,102,6
542.87,15,194,79,5
12371.26,177,729,102,17
5029.86,463,799,102,5
6742.4400000000005,158,1306,101,6
1032.95,28,211,101,10
3784.62,75,646,102,3
2392.72,75,610,101,7
742.85,135,229,102,14
3135.06,151,578,102,15
5116.58,212,962,101,2
10942.880000000001,180,1176,101,13
1020.57,19,240,99,8
3312.46,49,486,101,4
7209.25,90,653,102,17
1602.32,83,507,102,13
1658.96,54,381,102,12
746.74,31,240,97,9
561.48,18,127,97,5
1003.87,36,214,101,12
2722.81,113,565,102,11
1965.65,143,352,98,5
7634.5,156,1106,101,3
2174.55,60,418,101,7
1994.23,44,427,98,5
1017.86,35,391,102,9
5592.54,104,962,97,11
2637.78,93,412,102,12
1634.22,92,445,100,5
3512.55,132,772,102,11
2542.45,50,653,101,11
1990.1200000000001,68,637,102,17
4142.69,163,651,102,16
5307.89,129,1213,102,17
1802.93,73,608,101,3
2479.97,89,529,102,10
2246.2,230,507,102,12
1091.08,69,303,102,10
5297.13,155,814,100,4
2435.73,120,756,101,17
1683.55,130,179,84,9
5266.0,198,647,74,4
17548.27,363,1673,102,7
3546.81,165,853,102,11
357.99,30,74,92,17
1459.68,89,329,102,5
1146.67,101,204,102,7
4443.15,54,838,95,7
1450.68,100,369,102,12
4213.85,160,550,102,16
2497.9,38,461,101,12
38.94,3,15,93,88
8605.36,156,1298,102,7
230.06,12,94,92,11
1973.54,76,694,102,16
7907.93,184,1110,101,11
3052.87,153,452,102,12
4593.26,131,603,101,13
320.14,45,89,102,12
528.65,30,113,98,15
1359.33,82,444,100,14
1069.0,43,318,102,7
15332.43,154,2225,102,18
2654.2,119,455,102,7
4295.68,67,734,102,11
2383.54,331,441,102,10
783.33,52,249,102,17
552.29,61,163,102,8
1214.28,35,291,99,5
2465.12,63,600,99,3
1976.48,42,542,102,6
10053.87,248,1106,102,11
1439.19,52,459,101,10
4873.24,111,913,102,4
8887.75,191,1179,102,10
2332.45,68,544,101,2
1506.88,33,339,46,1
1605.98,58,375,102,16
1367.34,104,230,102,9
8535.06,303,1380,101,11
1182.47,94,440,89,8
1489.89,44,429,101,16
6628.7,122,759,101,11
1728.53,126,455,101,7
7106.62,170,1240,102,11
4038.15,148,804,102,1
13160.5,337,1637,102,15
8458.210000000001,252,1277,101,9
1393.24,77,248,101,7
7875.78,86,1396,101,14
1805.63,109,276,102,14
4956.99,99,789,102,9
1119.54,33,210,99,9
1181.63,18,292,97,16
1915.28,133,492,99,4
1984.73,91,382,100,3
1688.9,46,337,97,16
2628.1,90,702,102,16
306.37,15,120,98,17
1274.78,66,162,101,10
2512.78,109,418,102,11
3118.35,140,668,102,11
1083.6200000000001,68,332,92,7
4064.45,49,685,102,17
1743.97,97,404,100,15
1489.8,59,278,101,5
2260.46,74,471,102,2
2968.51,422,577,101,10
6406.99,152,859,102,17
4809.05,29,604,98,8
1640.79,65,451,101,14
1000.84,49,268,93,1
310.64,19,86,86,17
638.8,48,160,99,9
4816.35,119,997,100,16
1538.46,47,252,99,3
998.12,36,235,102,7
5193.22,160,877,102,3
4923.16,288,644,67,3
131.83,6,51,85,1
3351.34,165,598,101,15
217.6,26,66,102,7
2408.7400000000002,133,443,102,16
2450.8,108,502,102,14
3150.45,125,689,102,15
5970.57,167,790,102,2
2359.12,54,534,102,14
629.9,32,109,100,15
226.71,18,73,93,14
5357.62,220,1081,102,6
2591.43,81,432,102,7
5424.85,271,1140,102,3
3268.33,89,739,102,10
2141.78,112,404,102,10
120.01,6,52,101,15
2561.4,108,755,100,12
2068.17,89,540,100,6
9210.42,635,1646,102,14
1732.97,215,370,102,17
278.28,12,120,97,14
1697.23,72,422,84,10
678.72,29,201,93,16
4736.51,155,960,102,5
8297.94,252,986,101,7
1835.18,109,350,100,13
2323.92,92,343,102,5
4802.87,120,678,100,10
5704.14,130,655,102,10
921.84,35,197,98,14
5082.41,191,825,102,15
8308.39,383,1013,102,12
2937.95,132,677,101,15
12894.57,359,1886,102,8
6269.54,575,911,102,12
7832.74,227,1311,101,5
4905.71,109,984,102,4
159.96,34,23,100,1
1201.03,56,374,100,6
834.5600000000001,15,235,100,13
2290.54,122,436,81,15
490.98,19,98,95,15
3055.52,75,730,102,9
3790.49,164,976,102,1
1301.65,26,303,85,14
8823.83,202,730,93,4
682.46,13,158,91,6
691.3,53,109,100,4
3185.31,71,660,102,16
420.02,10,86,101,11
3619.76,106,542,102,2
361.01,30,117,101,9
494.57,29,162,91,2
899.92,35,309,101,1
2807.03,52,473,71,6
3409.06,87,575,100,11
1830.99,131,423,102,15
2508.2400000000002,120,383,102,11
12470.03,222,1798,101,1
2590.37,123,428,99,3
5116.15,132,979,102,4
1599.08,60,484,99,9
3170.28,156,519,99,5
14774.86,320,1566,102,11
12228.09,224,2136,102,2
1050.39,63,350,102,17
1107.79,29,291,102,17
2295.16,44,707,101,16
1643.2,72,324,100,9
5582.79,143,987,102,17
441.84000000000003,12,140,102,9
4332.45,59,647,102,18
7859.41,240,962,102,3
